"#","Region","Country/Territory","2000","2011","2021","2030","2045","Type"
"155","Africa","Niger","-","-","0.3","-","-","Country"
"156","Africa","Nigeria","-","-","4.4","-","-","Country"
"157","Western Pacific","Niue","-","-","-","-","-","Country"
"158","Western Pacific","Northern Mariana Islands","-","-","0.0","-","-","Country"
"159","Europe","North Macedonia","-","-","0.3","-","-","Country"
"160","Europe","Norway","-","-","3.8","-","-","Country"
"161","Middle East and North Africa","Oman","-","-","0.3","-","-","Country"
"162","Middle East and North Africa","Pakistan","-","-","5.6","-","-","Country"
"163","Western Pacific","Palau","-","-","0.0","-","-","Country"
"164","South and Central America","Panama","-","-","0.3","-","-","Country"
"165","Western Pacific","Papua New Guinea","-","-","0.0","-","-","Country"
"166","South and Central America","Paraguay","-","-","0.2","-","-","Country"
"167","South and Central America","Peru","-","-","0.4","-","-","Country"
"168","Western Pacific","Philippines","-","-","3.9","-","-","Country"
"169","Europe","Poland","-","-","12.5","-","-","Country"
"170","Europe","Portugal","-","-","2.4","-","-","Country"
"171","South and Central America","Puerto Rico","-","-","1.1","-","-","Country"
"172","Middle East and North Africa","Qatar","-","-","1.9","-","-","Country"
"173","Africa","Réunion","-","-","-","-","-","Country"
"174","Western Pacific","Republic of Korea","-","-","3.6","-","-","Country"
"175","Europe","Republic of Moldova","-","-","0.8","-","-","Country"
"176","Europe","Romania","-","-","3.9","-","-","Country"
"177","Europe","Russian Federation","-","-","38.1","-","-","Country"
"178","Africa","Rwanda","-","-","0.7","-","-","Country"
"179","North America and Caribbean","Saint Kitts and Nevis","-","-","0.0","-","-","Country"
"180","North America and Caribbean","Saint Lucia","-","-","0.0","-","-","Country"
"181","North America and Caribbean","Saint Vincent and the Grenadines","-","-","0.0","-","-","Country"
"182","Western Pacific","Samoa","-","-","0.0","-","-","Country"
"183","Europe","San Marino","-","-","0.0","-","-","Country"
"184","Africa","Sao Tome and Principe","-","-","0.0","-","-","Country"
"185","Middle East and North Africa","Saudi Arabia","-","-","28.9","-","-","Country"
"186","Africa","Senegal","-","-","1.5","-","-","Country"
"187","Europe","Serbia","-","-","2.8","-","-","Country"
"188","Africa","Seychelles","-","-","0.0","-","-","Country"
"189","Africa","Sierra Leone","-","-","0.0","-","-","Country"
"190","Western Pacific","Singapore","-","-","0.2","-","-","Country"
"191","Europe","Slovakia","-","-","1.4","-","-","Country"
"192","Europe","Slovenia","-","-","0.6","-","-","Country"
"193","Western Pacific","Solomon Islands","-","-","0.0","-","-","Country"
"194","Africa","Somalia","-","-","2.4","-","-","Country"
"195","Africa","South Africa","-","-","4.5","-","-","Country"
"196","Africa","South Sudan","-","-","2.7","-","-","Country"
"197","Europe","Spain","-","-","17.2","-","-","Country"
"198","South-East Asia","Sri Lanka","-","-","3.3","-","-","Country"
"199","Middle East and North Africa","State of Palestine","-","-","0.7","-","-","Country"
"200","Middle East and North Africa","Sudan","-","-","16.8","-","-","Country"
"201","North America and Caribbean","Suriname","-","-","0.0","-","-","Country"
"202","Europe","Sweden","-","-","9.2","-","-","Country"
"203","Europe","Switzerland","-","-","2.1","-","-","Country"
"204","Middle East and North Africa","Syrian Arab Republic","-","-","1.8","-","-","Country"
"205","Western Pacific","Taiwan","-","-","2.2","-","-","Country"
"206","Europe","Tajikistan","-","-","0.9","-","-","Country"
"207","Western Pacific","Thailand","-","-","1.5","-","-","Country"
"208","Western Pacific","Timor-Leste","-","-","0.1","-","-","Country"
"209","Africa","Togo","-","-","0.1","-","-","Country"
"210","Western Pacific","Tokelau","-","-","-","-","-","Country"
"211","Western Pacific","Tonga","-","-","0.0","-","-","Country"
"212","North America and Caribbean","Trinidad and Tobago","-","-","0.2","-","-","Country"
"213","Middle East and North Africa","Tunisia","-","-","2.2","-","-","Country"
"214","Europe","Turkey","-","-","25.8","-","-","Country"
"215","Europe","Turkmenistan","-","-","2.0","-","-","Country"
"216","Western Pacific","Tuvalu","-","-","0.0","-","-","Country"
"217","Africa","Uganda","-","-","4.6","-","-","Country"
"218","Europe","Ukraine","-","-","6.7","-","-","Country"
"219","Middle East and North Africa","United Arab Emirates","-","-","0.4","-","-","Country"
"220","Europe","United Kingdom","-","-","31.6","-","-","Country"
"221","Africa","United Republic of Tanzania","-","-","5.7","-","-","Country"
"222","North America and Caribbean","United States of America","-","-","157.9","-","-","Country"
"223","South and Central America","Uruguay","-","-","0.6","-","-","Country"
"224","North America and Caribbean","US Virgin Islands","-","-","0.0","-","-","Country"
"225","Europe","Uzbekistan","-","-","2.8","-","-","Country"
"226","Western Pacific","Vanuatu","-","-","0.0","-","-","Country"
"227","South and Central America","Venezuela (Bolivarian Republic of)","-","-","0.1","-","-","Country"
"228","Western Pacific","Viet Nam","-","-","2.6","-","-","Country"
"229","Middle East and North Africa","Yemen","-","-","2.8","-","-","Country"
"230","Africa","Zambia","-","-","1.6","-","-","Country"
"231","Africa","Zimbabwe","-","-","1.3","-","-","Country"
